353184.7 374904.0 127243.0 268962.0 435770.56 417730.0 366078.66 298048.0 413046.56 333926.0 483024.44 242424.0 431452.56 190542.0 285400.8 190850.0 162839.0 263438.0 449716.56 493726.0 197005.0 302514.0 165413.0 147582.0 317080.75 408680.0 467558.5 165248.0 332546.72 383786.0 307904.75 233254.0 462782.5 411862.0 390800.6 440920.0 271388.88 140058.0 460266.5 108446.0 161795.0 360614.0 101413.0 422712.0 318990.72 259080.0 313788.78 140508.0 225877.0 471156.0 245954.94 255604.0 194043.0 455082.0 394240.6 159000.0 153379.0 308978.0 433536.53 419876.0 172125.0 296774.0 461922.5 289982.0 182441.0 457990.0 318718.72 453298.0 233817.0 494516.0 459274.5 484314.0 289152.8 390832.0 160691.0 489990.0 352878.66 306978.0 477886.56 257866.0 290904.8 219704.0 224743.0 221572.0 122231.0 269630.0 412918.56 144468.0 159487.0 184536.0 198625.0 124514.0 153213.0 453472.0 357050.66 442970.0 281248.88 441148.0 254946.94 240216.0
188765.0 472314.0 142063.0 266442.0 177981.0 423960.0 395278.62 408768.0 349486.66 236866.0 162215.0 418994.0 119273.0 354732.0 384310.62 497360.0 102079.0 391148.0 275236.88 249186.0 488104.44 166254.0 308722.78 119302.0 115311.0 115930.0 455508.56 105288.0 350506.66 241206.0 377314.62 118284.0 446462.56 244532.0 387650.62 424180.0 462998.5 251998.0 327226.72 250546.0 244054.94 400444.0 290582.84 113322.0 373410.62 463910.0 166199.0 221068.0 294906.78 178456.0 318694.72 427434.0 377292.62 431962.0 225071.0 298040.0 286878.84 484298.0 427916.56 430366.0 358434.66 485224.0 123273.0 413942.0 259730.89 364170.0 372168.62 212598.0 341236.72 458876.0 346204.66 155874.0 388312.62 432412.0 171371.0 206490.0 442038.56 356928.0 343456.7 420126.0 120015.0 406774.0 129123.0 301392.0 489370.5 478110.0 358568.62 210838.0 211107.0 428336.0 249344.97 107254.0 231373.0 452832.0 459970.5 251340.0 365678.66 435888.0 325936.75 477846.0
137775.0 159304.0 156333.0 335902.0 211521.0 301220.0 265578.88 496388.0 239776.97 496946.0 124115.0 480164.0 204493.0 381512.0 358600.62 432890.0 344528.7 455898.0 392226.62 428296.0 276484.88 122804.0 118673.0 337822.0 405360.6 307960.0 349728.7 376868.0 445236.56 207046.0 468014.5 215534.0 255422.94 250372.0 116311.0 215060.0 313758.78 213008.0 190257.0 433586.0 435054.56 334964.0 437352.53 466162.0 219841.0 391290.0 372418.66 443538.0 339376.7 488176.06 332514.72 336394.0 392792.6 204862.0 362710.66 401610.0 448228.56 262998.0 421786.56 282136.0 427064.6 427454.0 438412.56 331162.0 398630.62 401340.0 330528.7 471268.0 466056.56 398416.0 419544.6 244574.0 313412.78 208042.0 276360.88 413620.0 303508.78 297968.0 431096.53 467636.0 439944.53 431704.0 485942.5 365712.0 305000.8 235390.0 421028.56 434668.0 340876.72 148586.0 324394.72 104704.0 226053.0 168762.0 139121.0 475630.0 132669.0 278158.0 488386.56 247696.0
256664.92 487674.0 457372.56 184752.0 343160.7 495060.0 411378.56 479938.0 143647.0 496156.0 109325.0 406784.0 270672.88 460232.0 254270.94 224930.0 408888.6 453798.0 460896.53 411446.0 360954.66 197964.0 252682.94 198622.0 443560.53 354800.0 110609.0 141218.0 205147.0 486636.0 128725.0 296684.0 121003.0 275822.0 410500.62 489020.0 354698.66 379038.0 359516.66 477326.0 392054.62 187154.0 340212.72 163102.0 124181.0 188340.0 424988.56 241438.0 269736.88 385076.0 297944.8 375234.0 433082.56 352112.0 476850.56 329200.0 450678.5 482658.0 367756.66 482116.0 252944.92 319924.0 119433.0 282512.0 497670.5 206100.0 314548.78 454268.0 475476.5 472186.0 168845.0 237574.0 476512.56 274242.0 287380.84 180750.0 142219.0 415088.0 417506.56 157216.0 326124.72 142854.0 369632.62 198002.0 113811.0 291800.0 380558.62 371298.0 178557.0 128156.0 497104.44 128644.0 348212.66 483472.0 317510.72 460190.0 283508.84 430418.0 255246.94 122786.0
255404.94 298044.0 168323.0 358842.0 414540.62 200840.0 159749.0 142868.0 113687.0 362456.0 460754.5 288914.0 139263.0 244712.0 441700.56 450980.0 336788.72 280588.0 213847.0 168846.0 272214.88 239764.0 117493.0 269822.0 278780.84 226020.0 208699.0 302318.0 290496.8 343306.0 157515.0 496304.0 321802.72 353482.0 432260.56 262350.0 217189.0 261328.0 411046.56 282736.0 159225.0 458144.0 297432.8 103962.0 291990.78 474340.0 304978.78 432398.0 228537.0 370516.0 378354.62 491734.0 289532.84 381712.0 396470.62 204950.0 253498.94 299178.0 270816.88 127556.0 153785.0 129574.0 403862.62 283002.0 440690.56 449580.0 409478.56 323898.0 195707.0 227386.0 144185.0 369734.0 233463.0 388322.0 281710.84 219600.0 333828.72 384888.0 486486.5 309356.0 466664.56 229424.0 312662.78 165372.0 141001.0 249190.0 282468.84 480748.0 256216.92 179236.0 317584.75 215544.0 291282.84 400012.0 117441.0 127240.0 334628.72 153318.0 287836.84 313566.0
268114.88 334244.0 448072.53 118282.0 405860.62 262490.0 134689.0 202068.0 174897.0 342926.0 408104.6 260864.0 350232.7 455622.0 167521.0 475400.06 264098.88 107858.0 242726.94 366746.0 283854.84 218584.0 355912.7 203852.0 147831.0 190200.0 392208.6 182288.0 187347.0 100416.0 104165.0 236514.0 241893.0 207942.0 209781.0 288840.0 306228.78 229588.0 454056.53 233446.0 219725.0 228264.0 351812.66 295052.0 114801.0 335940.0 372578.66 207998.0 196147.0 272126.0 143345.0 316714.0 298152.8 494482.0 484790.5 101440.0 491238.5 320668.0 143917.0 302356.0 333534.72 299804.0 415712.6 306172.0 221741.0 414590.0 410328.6 214638.0 137997.0 267106.0 115625.0 333594.0 365592.62 111052.0 460470.5 373690.0 340618.72 345858.0 479766.5 105146.0 397394.62 129824.0 219193.0 227992.0 178631.0 260470.0 403538.62 324888.0 436486.56 331706.0 444484.56 263614.0 403952.6 170002.0 487120.44 339900.0 294508.84 123188.0 384366.62 158936.0
476764.5 152084.0 418582.56 270732.0 124841.0 99570.0 196109.0 483628.0 408886.56 343826.0 310014.78 113614.0 279412.84 419632.0 230531.0 370590.0 453478.5 452668.0 162437.0 225736.0 469934.5 462074.0 274702.84 499062.0 158431.0 377590.0 320608.75 160288.0 338016.7 367916.0 264834.88 391024.0 162133.0 228462.0 291510.84 163180.0 130609.0 484968.0 232317.0 335416.0 419634.56 226194.0 437952.53 476652.0 430760.53 117860.0 337498.72 259728.0 495026.56 380836.0 300104.8 333444.0 486762.5 177602.0 159431.0 427010.0 444888.53 229718.0 177217.0 497816.0 276214.84 303874.0 229243.0 348132.0 417670.56 245190.0 191149.0 490688.0 238197.0 441406.0 108845.0 222904.0 211483.0 110382.0 318810.72 464730.0 301258.78 344718.0 347966.66 444816.0 355674.66 288694.0 183753.0 419512.0 135901.0 220670.0 377768.62 488428.0 361296.62 162096.0 389794.62 259954.0 158983.0 494492.0 392980.62 392260.0 349658.66 149298.0 439226.56 378636.0
312934.78 198144.0 359462.66 130922.0 148181.0 450470.0 162389.0 338928.0 482636.5 137286.0 433254.56 239974.0 125273.0 155592.0 384890.62 373320.0 146479.0 256988.0 160137.0 460396.0 378904.62 137994.0 471262.5 180392.0 246990.94 481330.0 141229.0 477468.0 484426.5 359216.0 133175.0 244134.0 131203.0 464062.0 187951.0 289040.0 375358.62 193778.0 455016.53 176436.0 474824.56 301404.0 467842.5 217682.0 168201.0 480390.0 475008.56 222358.0 344716.72 163086.0 459624.53 140374.0 470522.5 138292.0 235631.0 424560.0 449118.5 379448.0 306526.78 404356.0 484404.5 396214.0 337612.72 295672.0 263450.88 217030.0 260618.89 152858.0 477096.56 295986.0 444834.56 423684.0 325742.72 393352.0 289340.84 498290.0 148609.0 176578.0 436136.53 373226.0 208735.0 323364.0 200233.0 419642.0 376990.62 124890.0 151489.0 464938.0 476156.5 304806.0 323524.72 328684.0 490142.56 424692.0 480660.5 398160.0 145679.0 160518.0 277516.84 409886.0
249284.94 342034.0 346712.7 182072.0 227271.0 127970.0 156529.0 188958.0 262866.88 431116.0 237935.0 361874.0 120553.0 400162.0 420120.6 396230.0 356598.66 423658.0 476296.56 225246.0 364594.66 157954.0 418602.56 252732.0 113791.0 274080.0 441588.56 366418.0 411536.6 347686.0 175215.0 268564.0 164353.0 140592.0 353890.66 346450.0 171279.0 137288.0 322466.72 252866.0 157065.0 425334.0 439362.56 235502.0 481780.5 192390.0 498278.5 141418.0 454366.5 123786.0 420914.56 226274.0 197783.0 478652.0 399670.62 482200.0 392378.62 286428.0 465896.53 332986.0 379914.62 187674.0 204393.0 493292.0 164621.0 447740.0 306288.75 333198.0 424806.56 429266.0 230175.0 301574.0 199043.0 332342.0 447140.56 285560.0 434728.53 146008.0 433176.53 456326.0 244774.94 324774.0 260462.89 107002.0 294420.84 324140.0 244669.0 274068.0 122677.0 376676.0 267584.88 346214.0 296142.78 372422.0 215471.0 358880.0 176809.0 208088.0 117407.0 231436.0
404144.6 343934.0 275772.88 190072.0 222701.0 103490.0 322428.72 428778.0 404606.56 495566.0 153665.0 318174.0 463942.5 126072.0 349090.66 210290.0 396928.6 376208.0 203687.0 209646.0 256674.94 132904.0 173403.0 186042.0 432470.56 486200.0 142189.0 350688.0 167317.0 290076.0 235005.0 246244.0 377082.62 156732.0 275480.88 236800.0 360548.66 283518.0 324586.72 127546.0 231405.0 102694.0 370142.62 135142.0 348930.66 421480.0 191849.0 114618.0 255806.94 377576.0 174095.0 490374.0 103193.0 178682.0 479910.5 228770.0 233729.0 315638.0 106057.0 153946.0 187935.0 452964.0 112093.0 427422.0 156241.0 474720.06 426188.56 451528.0 230517.0 374536.0 145745.0 360134.0 226573.0 160432.0 480610.56 194470.0 213719.0 498248.0 127637.0 134706.0 277574.84 462964.0 498022.5 197042.0 276470.84 476210.0 123059.0 178708.0 364316.66 254376.0 206615.0 430084.0 128823.0 339012.0 442750.56 486020.0 471048.56 156028.0 328146.72 171246.0
