2023-05-16 00:00:00 344830 481919 281088 419737 292626 179075 396544 285403 107642 488801 199910 344729 273388 336667 326536 302215 278114 487103 284142 268911 281350 120619 226168 285477 101496 265405 442424 152163 293522 272631 332830 324479 150408 250527 153916 246215 218874 354893 472702 177141 133940 409929 378198 300327 205636 122495 256974 298763 192042 257951 416180 444529 198378 316107 283626 153345 219344 288083 152612 223321 214750 363959 121458 423227 155706 180055 220164 273443 438302 252731 108180 392639 395188 343627 201676 486565 242334 412063 359062 336391 240360 423319 496528 254317 448026 188955 401834 221123 193482 460911 111120 495149 499578 412237 321486 394805 158134 373333 158372 263841
2023-05-16 00:10:00 344840 481909 281098 419727 292636 179065 396554 285393 107652 488791 199920 344719 273398 336657 326546 302205 278124 487093 284152 268901 281360 120609 226178 285467 101506 265395 442434 152153 293532 272621 332840 324469 150418 250517 153926 246205 218884 354883 472712 177131 133950 409919 378208 300317 205646 122485 256984 298753 192052 257941 416190 444519 198388 316097 283636 153335 219354 288073 152622 223311 214760 363949 121468 423217 155716 180045 220174 273433 438312 252721 108190 392629 395198 343617 201686 486555 242344 412053 359072 336381 240370 423309 496538 254307 448036 188945 401844 221113 193492 460901 111130 495139 499588 412227 321496 394795 158144 373323 158382 263831
2023-05-16 00:20:00 344850 481899 281108 419717 292646 179055 396564 285383 107662 488781 199930 344709 273408 336647 326556 302195 278134 487083 284162 268891 281370 120599 226188 285457 101516 265385 442444 152143 293542 272611 332850 324459 150428 250507 153936 246195 218894 354873 472722 177121 133960 409909 378218 300307 205656 122475 256994 298743 192062 257931 416200 444509 198398 316087 283646 153325 219364 288063 152632 223301 214770 363939 121478 423207 155726 180035 220184 273423 438322 252711 108200 392619 395208 343607 201696 486545 242354 412043 359082 336371 240380 423299 496548 254297 448046 188935 401854 221103 193502 460891 111140 495129 499598 412217 321506 394785 158154 373313 158392 263821
2023-05-16 00:30:00 344860 481889 281118 419707 292656 179045 396574 285373 107672 488771 199940 344699 273418 336637 326566 302185 278144 487073 284172 268881 281380 120589 226198 285447 101526 265375 442454 152133 293552 272601 332860 324449 150438 250497 153946 246185 218904 354863 472732 177111 133970 409899 378228 300297 205666 122465 257004 298733 192072 257921 416210 444499 198408 316077 283656 153315 219374 288053 152642 223291 214780 363929 121488 423197 155736 180025 220194 273413 438332 252701 108210 392609 395218 343597 201706 486535 242364 412033 359092 336361 240390 423289 496558 254287 448056 188925 401864 221093 193512 460881 111150 495119 499608 412207 321516 394775 158164 373303 158402 263811
2023-05-16 00:40:00 344870 481879 281128 419697 292666 179035 396584 285363 107682 488761 199950 344689 273428 336627 326576 302175 278154 487063 284182 268871 281390 120579 226208 285437 101536 265365 442464 152123 293562 272591 332870 324439 150448 250487 153956 246175 218914 354853 472742 177101 133980 409889 378238 300287 205676 122455 257014 298723 192082 257911 416220 444489 198418 316067 283666 153305 219384 288043 152652 223281 214790 363919 121498 423187 155746 180015 220204 273403 438342 252691 108220 392599 395228 343587 201716 486525 242374 412023 359102 336351 240400 423279 496568 254277 448066 188915 401874 221083 193522 460871 111160 495109 499618 412197 321526 394765 158174 373293 158412 263801
2023-05-16 00:50:00 344880 481869 281138 419687 292676 179025 396594 285353 107692 488751 199960 344679 273438 336617 326586 302165 278164 487053 284192 268861 281400 120569 226218 285427 101546 265355 442474 152113 293572 272581 332880 324429 150458 250477 153966 246165 218924 354843 472752 177091 133990 409879 378248 300277 205686 122445 257024 298713 192092 257901 416230 444479 198428 316057 283676 153295 219394 288033 152662 223271 214800 363909 121508 423177 155756 180005 220214 273393 438352 252681 108230 392589 395238 343577 201726 486515 242384 412013 359112 336341 240410 423269 496578 254267 448076 188905 401884 221073 193532 460861 111170 495099 499628 412187 321536 394755 158184 373283 158422 263791
2023-05-16 01:00:00 344890 481859 281148 419677 292686 179015 396604 285343 107702 488741 199970 344669 273448 336607 326596 302155 278174 487043 284202 268851 281410 120559 226228 285417 101556 265345 442484 152103 293582 272571 332890 324419 150468 250467 153976 246155 218934 354833 472762 177081 134000 409869 378258 300267 205696 122435 257034 298703 192102 257891 416240 444469 198438 316047 283686 153285 219404 288023 152672 223261 214810 363899 121518 423167 155766 179995 220224 273383 438362 252671 108240 392579 395248 343567 201736 486505 242394 412003 359122 336331 240420 423259 496588 254257 448086 188895 401894 221063 193542 460851 111180 495089 499638 412177 321546 394745 158194 373273 158432 263781
2023-05-16 01:10:00 344900 481849 281158 419667 292696 179005 396614 285333 107712 488731 199980 344659 273458 336597 326606 302145 278184 487033 284212 268841 281420 120549 226238 285407 101566 265335 442494 152093 293592 272561 332900 324409 150478 250457 153986 246145 218944 354823 472772 177071 134010 409859 378268 300257 205706 122425 257044 298693 192112 257881 416250 444459 198448 316037 283696 153275 219414 288013 152682 223251 214820 363889 121528 423157 155776 179985 220234 273373 438372 252661 108250 392569 395258 343557 201746 486495 242404 411993 359132 336321 240430 423249 496598 254247 448096 188885 401904 221053 193552 460841 111190 495079 499648 412167 321556 394735 158204 373263 158442 263771
2023-05-16 01:20:00 344910 481839 281168 419657 292706 178995 396624 285323 107722 488721 199990 344649 273468 336587 326616 302135 278194 487023 284222 268831 281430 120539 226248 285397 101576 265325 442504 152083 293602 272551 332910 324399 150488 250447 153996 246135 218954 354813 472782 177061 134020 409849 378278 300247 205716 122415 257054 298683 192122 257871 416260 444449 198458 316027 283706 153265 219424 288003 152692 223241 214830 363879 121538 423147 155786 179975 220244 273363 438382 252651 108260 392559 395268 343547 201756 486485 242414 411983 359142 336311 240440 423239 496608 254237 448106 188875 401914 221043 193562 460831 111200 495069 499658 412157 321566 394725 158214 373253 158452 263761
2023-05-16 01:30:00 344920 481829 281178 419647 292716 178985 396634 285313 107732 488711 200000 344639 273478 336577 326626 302125 278204 487013 284232 268821 281440 120529 226258 285387 101586 265315 442514 152073 293612 272541 332920 324389 150498 250437 154006 246125 218964 354803 472792 177051 134030 409839 378288 300237 205726 122405 257064 298673 192132 257861 416270 444439 198468 316017 283716 153255 219434 287993 152702 223231 214840 363869 121548 423137 155796 179965 220254 273353 438392 252641 108270 392549 395278 343537 201766 486475 242424 411973 359152 336301 240450 423229 496618 254227 448116 188865 401924 221033 193572 460821 111210 495059 499668 412147 321576 394715 158224 373243 158462 263751
