2023-09-13 00:00:00 136240 312599 483308 130237 343986 182965 438174 454003 468422 268461 351790 291729 483278 391427 220996 497455 405544 304683 373842 143701 450330 195919 331058 290987 232476 395575 441554 318793 396082 363041 196230 239769 275998 486547 342436 466745 242704 379433 382472 256811 141960 458219 362378 458467 174976 294845 273704 409813 357132 458621 232570 222519 448658 288637 173596 493185 464674 244653 295532 254841 265180 469899 472078 376197 368776 330285 204124 331693 489722 281031 464910 130929 373968 161557 406576 313355 385794 110663 360342 354721 399120 232169 281378 418927 395146 301245 136694 115163 494262 301471 355040 125719 155028 150277 127086 386065 221134 107943 453232 444121
2023-09-13 00:10:00 136250 312589 483318 130227 343996 182955 438184 453993 468432 268451 351800 291719 483288 391417 221006 497445 405554 304673 373852 143691 450340 195909 331068 290977 232486 395565 441564 318783 396092 363031 196240 239759 276008 486537 342446 466735 242714 379423 382482 256801 141970 458209 362388 458457 174986 294835 273714 409803 357142 458611 232580 222509 448668 288627 173606 493175 464684 244643 295542 254831 265190 469889 472088 376187 368786 330275 204134 331683 489732 281021 464920 130919 373978 161547 406586 313345 385804 110653 360352 354711 399130 232159 281388 418917 395156 301235 136704 115153 494272 301461 355050 125709 155038 150267 127096 386055 221144 107933 453242 444111
2023-09-13 00:20:00 136260 312579 483328 130217 344006 182945 438194 453983 468442 268441 351810 291709 483298 391407 221016 497435 405564 304663 373862 143681 450350 195899 331078 290967 232496 395555 441574 318773 396102 363021 196250 239749 276018 486527 342456 466725 242724 379413 382492 256791 141980 458199 362398 458447 174996 294825 273724 409793 357152 458601 232590 222499 448678 288617 173616 493165 464694 244633 295552 254821 265200 469879 472098 376177 368796 330265 204144 331673 489742 281011 464930 130909 373988 161537 406596 313335 385814 110643 360362 354701 399140 232149 281398 418907 395166 301225 136714 115143 494282 301451 355060 125699 155048 150257 127106 386045 221154 107923 453252 444101
2023-09-13 00:30:00 136270 312569 483338 130207 344016 182935 438204 453973 468452 268431 351820 291699 483308 391397 221026 497425 405574 304653 373872 143671 450360 195889 331088 290957 232506 395545 441584 318763 396112 363011 196260 239739 276028 486517 342466 466715 242734 379403 382502 256781 141990 458189 362408 458437 175006 294815 273734 409783 357162 458591 232600 222489 448688 288607 173626 493155 464704 244623 295562 254811 265210 469869 472108 376167 368806 330255 204154 331663 489752 281001 464940 130899 373998 161527 406606 313325 385824 110633 360372 354691 399150 232139 281408 418897 395176 301215 136724 115133 494292 301441 355070 125689 155058 150247 127116 386035 221164 107913 453262 444091
2023-09-13 00:40:00 136280 312559 483348 130197 344026 182925 438214 453963 468462 268421 351830 291689 483318 391387 221036 497415 405584 304643 373882 143661 450370 195879 331098 290947 232516 395535 441594 318753 396122 363001 196270 239729 276038 486507 342476 466705 242744 379393 382512 256771 142000 458179 362418 458427 175016 294805 273744 409773 357172 458581 232610 222479 448698 288597 173636 493145 464714 244613 295572 254801 265220 469859 472118 376157 368816 330245 204164 331653 489762 280991 464950 130889 374008 161517 406616 313315 385834 110623 360382 354681 399160 232129 281418 418887 395186 301205 136734 115123 494302 301431 355080 125679 155068 150237 127126 386025 221174 107903 453272 444081
2023-09-13 00:50:00 136290 312549 483358 130187 344036 182915 438224 453953 468472 268411 351840 291679 483328 391377 221046 497405 405594 304633 373892 143651 450380 195869 331108 290937 232526 395525 441604 318743 396132 362991 196280 239719 276048 486497 342486 466695 242754 379383 382522 256761 142010 458169 362428 458417 175026 294795 273754 409763 357182 458571 232620 222469 448708 288587 173646 493135 464724 244603 295582 254791 265230 469849 472128 376147 368826 330235 204174 331643 489772 280981 464960 130879 374018 161507 406626 313305 385844 110613 360392 354671 399170 232119 281428 418877 395196 301195 136744 115113 494312 301421 355090 125669 155078 150227 127136 386015 221184 107893 453282 444071
2023-09-13 01:00:00 136300 312539 483368 130177 344046 182905 438234 453943 468482 268401 351850 291669 483338 391367 221056 497395 405604 304623 373902 143641 450390 195859 331118 290927 232536 395515 441614 318733 396142 362981 196290 239709 276058 486487 342496 466685 242764 379373 382532 256751 142020 458159 362438 458407 175036 294785 273764 409753 357192 458561 232630 222459 448718 288577 173656 493125 464734 244593 295592 254781 265240 469839 472138 376137 368836 330225 204184 331633 489782 280971 464970 130869 374028 161497 406636 313295 385854 110603 360402 354661 399180 232109 281438 418867 395206 301185 136754 115103 494322 301411 355100 125659 155088 150217 127146 386005 221194 107883 453292 444061
2023-09-13 01:10:00 136310 312529 483378 130167 344056 182895 438244 453933 468492 268391 351860 291659 483348 391357 221066 497385 405614 304613 373912 143631 450400 195849 331128 290917 232546 395505 441624 318723 396152 362971 196300 239699 276068 486477 342506 466675 242774 379363 382542 256741 142030 458149 362448 458397 175046 294775 273774 409743 357202 458551 232640 222449 448728 288567 173666 493115 464744 244583 295602 254771 265250 469829 472148 376127 368846 330215 204194 331623 489792 280961 464980 130859 374038 161487 406646 313285 385864 110593 360412 354651 399190 232099 281448 418857 395216 301175 136764 115093 494332 301401 355110 125649 155098 150207 127156 385995 221204 107873 453302 444051
2023-09-13 01:20:00 136320 312519 483388 130157 344066 182885 438254 453923 468502 268381 351870 291649 483358 391347 221076 497375 405624 304603 373922 143621 450410 195839 331138 290907 232556 395495 441634 318713 396162 362961 196310 239689 276078 486467 342516 466665 242784 379353 382552 256731 142040 458139 362458 458387 175056 294765 273784 409733 357212 458541 232650 222439 448738 288557 173676 493105 464754 244573 295612 254761 265260 469819 472158 376117 368856 330205 204204 331613 489802 280951 464990 130849 374048 161477 406656 313275 385874 110583 360422 354641 399200 232089 281458 418847 395226 301165 136774 115083 494342 301391 355120 125639 155108 150197 127166 385985 221214 107863 453312 444041
2023-09-13 01:30:00 136330 312509 483398 130147 344076 182875 438264 453913 468512 268371 351880 291639 483368 391337 221086 497365 405634 304593 373932 143611 450420 195829 331148 290897 232566 395485 441644 318703 396172 362951 196320 239679 276088 486457 342526 466655 242794 379343 382562 256721 142050 458129 362468 458377 175066 294755 273794 409723 357222 458531 232660 222429 448748 288547 173686 493095 464764 244563 295622 254751 265270 469809 472168 376107 368866 330195 204214 331603 489812 280941 465000 130839 374058 161467 406666 313265 385884 110573 360432 354631 399210 232079 281468 418837 395236 301155 136784 115073 494352 301381 355130 125629 155118 150187 127176 385975 221224 107853 453322 444031
2023-09-13 01:40:00 136340 312499 483408 130137 344086 182865 438274 453903 468522 268361 351890 291629 483378 391327 221096 497355 405644 304583 373942 143601 450430 195819 331158 290887 232576 395475 441654 318693 396182 362941 196330 239669 276098 486447 342536 466645 242804 379333 382572 256711 142060 458119 362478 458367 175076 294745 273804 409713 357232 458521 232670 222419 448758 288537 173696 493085 464774 244553 295632 254741 265280 469799 472178 376097 368876 330185 204224 331593 489822 280931 465010 130829 374068 161457 406676 313255 385894 110563 360442 354621 399220 232069 281478 418827 395246 301145 136794 115063 494362 301371 355140 125619 155128 150177 127186 385965 221234 107843 453332 444021
2023-09-13 01:50:00 136350 312489 483418 130127 344096 182855 438284 453893 468532 268351 351900 291619 483388 391317 221106 497345 405654 304573 373952 143591 450440 195809 331168 290877 232586 395465 441664 318683 396192 362931 196340 239659 276108 486437 342546 466635 242814 379323 382582 256701 142070 458109 362488 458357 175086 294735 273814 409703 357242 458511 232680 222409 448768 288527 173706 493075 464784 244543 295642 254731 265290 469789 472188 376087 368886 330175 204234 331583 489832 280921 465020 130819 374078 161447 406686 313245 385904 110553 360452 354611 399230 232059 281488 418817 395256 301135 136804 115053 494372 301361 355150 125609 155138 150167 127196 385955 221244 107833 453342 444011
2023-09-13 02:00:00 136360 312479 483428 130117 344106 182845 438294 453883 468542 268341 351910 291609 483398 391307 221116 497335 405664 304563 373962 143581 450450 195799 331178 290867 232596 395455 441674 318673 396202 362921 196350 239649 276118 486427 342556 466625 242824 379313 382592 256691 142080 458099 362498 458347 175096 294725 273824 409693 357252 458501 232690 222399 448778 288517 173716 493065 464794 244533 295652 254721 265300 469779 472198 376077 368896 330165 204244 331573 489842 280911 465030 130809 374088 161437 406696 313235 385914 110543 360462 354601 399240 232049 281498 418807 395266 301125 136814 115043 494382 301351 355160 125599 155148 150157 127206 385945 221254 107823 453352 444001
2023-09-13 02:10:00 136370 312469 483438 130107 344116 182835 438304 453873 468552 268331 351920 291599 483408 391297 221126 497325 405674 304553 373972 143571 450460 195789 331188 290857 232606 395445 441684 318663 396212 362911 196360 239639 276128 486417 342566 466615 242834 379303 382602 256681 142090 458089 362508 458337 175106 294715 273834 409683 357262 458491 232700 222389 448788 288507 173726 493055 464804 244523 295662 254711 265310 469769 472208 376067 368906 330155 204254 331563 489852 280901 465040 130799 374098 161427 406706 313225 385924 110533 360472 354591 399250 232039 281508 418797 395276 301115 136824 115033 494392 301341 355170 125589 155158 150147 127216 385935 221264 107813 453362 443991
